source,target
547,A0A3B3ITE5
547,A0A3B3IU40
54715,B7Z1U7
54715,Q9NWB1
54715,A0A6Q8PH77
54715,Q59HD3
54715,X5D7T5
54715,X5DNY3
54715,X5DP44
5475,A0A024RBZ9
5475,O14829
54769,Q96HU8
54796,Q6ZN30
54796,B4DR27
54796,Q5H9S4
54806,Q8N157
54806,A0A7P0T7Z8
54806,A0A7P0T9M6
54806,Q8NER0
54491,Q9NUU6
54496,Q9NVM4
54496,A0A024R726
54499,Q9UM00
54499,B7Z591
5450,Q16633
54503,Q8IUH4
54504,A0A024RA40
54504,Q9H3G5
54505,Q7Z478
54509,Q9HBH0
54512,Q9NPD3
54514,Q9NQI0
54518,Q7Z5R6
5452,P09086
5452,B5ME60
5452,H0YLL6
54520,Q567U6
54529,Q9NWL6
54531,Q8N344
54535,A0A1U9X7G6
54535,Q8TD31
54535,Q2TB68
54535,Q769H0
54539,Q9NX14
54544,Q9UGL9
54545,Q9C0I1
54546,Q9NXI6
54551,Q9UJ55
54558,A0A140VJV1
54558,A8MU33
54558,Q9NWH7
54558,B4DX17
54566,Q9NSG9
54566,Q9H329
54566,Q59GC2
54566,Q9NX84
54575,Q9HAW8
54575,Q5DT02
54576,Q9HAW9
54576,Q5DSZ6
54577,Q9HAW7
54577,Q5DSZ7
54578,P19224
54578,Q5DSZ8
54578,Q5DT01
54579,P35504
54579,Q5DSZ9
54583,Q9GZT9
54583,R4SCQ0
54584,Q9BYB4
54585,Q9NQ48
5459,Q15319
546,A4LAA3
546,P46100
546,B4DLW1
54600,O60656
54600,Q5DSZ5
54619,Q5T5M9
54623,A0A024R0H6
54623,Q8N7H5
54626,Q9Y543
5465,Q07869
5465,F1D8S4
54657,P22310
54658,P22309
54658,Q5DT03
54659,P35503
54659,Q5DT01
54662,A0A024R8B1
54662,A0A024R8C8
54662,Q9NVG8
54662,B4DHM6
54662,B3KNG3
5467,Q03181
5467,A0A024RCW6
5467,F1D8S7
54674,A4D0T1
54674,Q9H3W5
54674,Q9NUU4
54676,A0A024RD30
54676,Q9BX10
54676,A8K2K2
5468,P37231
5468,E9PFV2
5468,E9PFX5
5468,A0A494C1F9
5468,D2KUA6
54681,Q9NXG6
54682,Q9H8J5
5470,O14830
54700,F5H148
54700,Q9NYV6
54700,B7ZB55
54708,Q9NX47
5471,Q06203
5471,A8K4H7
5471,Q59G63
54726,Q01804
5473,P02775
54733,Q8IXU6
54738,Q99581
54739,Q6GPH4
54752,Q8TC99
5476,P10619
5476,X6R5C5
5476,X6R8A1
5476,B4E324
54763,A0A140VKB2
54763,Q9HAT0
54766,Q9NY30
54795,Q8TD43
54795,B4DIX5
54797,Q9BUE0
54800,Q6TFL4
54801,Q7Z4H7
54807,Q9NXT0
54809,Q5K651
5481,Q08752
5481,E5KN55
54810,A0A384P5H2
54810,Q8TF65
54812,Q6ULP2
54812,Q53GW0
54816,H0YL38
54816,Q6N043
54821,Q2NKX8
54825,Q9BYE9
54826,Q9NXP7
54827,Q6UWF7
54830,A0A0S2Z5E8
54830,Q9H1M0
54831,Q8NFU1
548313,O60224
54857,Q9HCC8
54886,A0A024R154
54886,Q8TBJ4
54898,Q9NXB9
54898,A0A024QZV3
54900,Q8IWV1
54923,A0A087WT39
54923,Q9H400
54939,A0A0B4J287
54939,H3BQF2
54939,Q9H0A8
5495,O75688
54958,Q9NX00
54967,Q8WUE5
54988,Q6NUN0
55013,Q9NWR8
55016,D6RGC4
55016,Q8TCQ1
55016,A8K0Z6
55024,Q8NDB2
55026,Q5JRV8
55026,Q7Z4S8
55027,Q7Z4Q2
5504,P41236
55049,Q96EN9
55051,Q9H7Z3
5506,Q16821
55061,A0A140VK55
55061,Q5VX71
55061,A0A7P0Z457
55061,B7Z469
55061,B3KTY0
55079,A0A140VKG3
55079,Q8TBJ5
5509,O95685
5509,Q86X09
54834,Q9NXN4
54836,Q5W0U4
54843,A0A0U1RR07
54843,Q9HCH5
54845,Q6NXG1
54845,A0A2U3TZN9
54848,Q9NXL2
54850,Q9NXK8
54852,A0A024R607
54852,Q9NXK6
54854,Q2M2I3
54855,Q5VWP2
54858,Q9NXJ5
54858,S4R2Y9
54858,U3KQ24
54860,Q9NXJ0
54862,Q6P1N0
54863,Q9NXH8
548644,A0A0B4J2F8
548644,Q9GZM3
54866,E9PAT1
54866,Q9NXH3
54866,Q4V755
54869,Q8TE68
54870,A1L3Z9
54870,Q2TAL8
54875,Q9NXG0
54875,B1AMC8
54877,Q9C0B9
54877,Q9BRD4
54880,H7BZ37
54880,H7C231
54880,Q6W2J9
54881,A0A024R169
54881,Q9NXF1
54882,Q8IWZ3
54884,Q6NUM9
54885,Q0IIM8
54892,Q86XI2
54892,B3KRQ2
54897,Q86V15
54897,B3KRV8
54901,Q5VV42
54904,Q9BZ95
54906,Q5VWN6
54908,Q96EA4
54920,Q9NX74
54920,A0A024R6Z7
54920,E7EUN9
54920,B4DKP8
54922,Q5U651
54922,Q8IUR2
54922,Q7L251
54927,Q9NX63
54927,A4D1N4
54927,C9JRZ6
54927,B7Z1X9
54928,A0A024R7W0
54928,Q9NX62
54929,K7EPA3
54929,Q9NX61
5493,O60437
54937,Q9NX45
54943,Q9NX36
54952,Q9NX07
54959,A1E959
5496,O15355
5496,Q6IAU5
54962,Q9BVW5
54962,B4DRF3
54964,Q9BUN1
54968,Q9BUB7
54970,A8K8G6
54970,J3KR69
54970,Q9H892
54970,Q53G14
54973,A0A024R073
54973,A0A087WYI0
54973,Q5TA45
54976,Q9GZN8
5498,P50336
54980,Q9NWW7
54986,Q96C45
54991,A0A024R082
54991,Q96HA4
54993,A0A024RC69
54993,Q7Z7L9
54994,Q9NWU2
54996,Q969Z3
54997,Q96BS2
54998,Q9NWT8
5500,P62140
5500,V9HW04
55001,Q5TAA0
55002,A0A024RE09
55002,Q6UWJ1
55003,A0A0S2Z5C3
55003,Q9NWT1
55007,A0A024R4V3
55007,Q9NWS6
55008,Q8IVU3
55009,Q9BVV8
5501,P36873
5501,A0A024RBP2
55010,A0A024RBG0
55010,B4DT40
55010,B4DZ31
55010,Q9NWS1
55010,Q9BZU5
55012,Q969Q6
55020,Q5R3I4
55028,A0A024R8P4
55028,I3L072
55028,Q9BSJ5
55034,Q96EN8
55040,Q9H201
55052,Q9BYC9
55055,Q9H900
55055,A8K4T3
55057,Q8N1P7
55057,Q9NWG5
55062,G5EA37
55062,Q5MNZ9
55062,B4DX63
55063,Q9H0M4
55065,Q9NWF4
55066,A8MT40
55066,Q8NCN5
55066,B4DZL5
55068,A0A024RDT8
55068,Q8TC92
55068,A0A024RDX6
5507,Q9UQK1
55070,A0A024RC56
55070,Q7L5Y6
55071,Q8IXQ3
55076,J3KQ06
55076,Q9NWC5
55081,Q9NWB7
55086,Q6NSI4
55088,A0A0C4DFU7
55088,Q7Z3E2
55088,Q496Y1
55089,A0A024R0X7
55089,Q969I6
55093,A0A3B3ITD7
55093,A0A3B3ITI2
55093,E5RHC2
55093,Q96HA8
551,P01185
551,X5DQP6
5510,A0A140VK83
5510,Q15435
55100,Q9NW82
55117,Q9H2J7
55117,A0A7P0T8I1
55117,Q8IXG2
55117,Q9NW50
55176,Q8TC24
55176,Q9H9S3
55176,B3KQ68
55182,Q5VTB9
55208,Q6PH85
5521,Q00005
55220,A0A024R981
55220,Q8IYD2
5526,A0A024R593
5526,Q15173
5530,Q08209
5530,A0A0S2Z4B5
5530,A0A0S2Z4C6
55314,Q7Z5S9
55327,Q9NUP9
55101,A0A024R0K4
55101,B4DFT4
55101,M0QZC4
55101,Q9NW81
55105,Q9NW75
55106,Q8IYM2
55110,A0A023T6R1
55110,F5H6P7
55110,Q96A72
55112,A0A140VK66
55112,Q8WVS4
55114,Q68EM7
55119,Q5VTL8
55124,Q8TC59
55124,W0HK13
55128,Q6AZZ1
55135,Q9BUR4
55143,Q53HL2
55145,Q9NVV9
55150,Q9NVV2
55151,A0A0A0MRS4
55151,Q9NVV0
55152,Q5D0E6
55154,Q9BUK6
55159,Q6PCD5
55161,A0A024R9W7
55161,P57088
55163,Q9NVS9
55163,V9HW45
55164,Q6PI26
55165,Q53EZ4
55166,Q7L2Z9
55167,Q9HCI7
55168,Q9NVS2
55171,Q9NVR7
55173,A0A024RD03
55173,P82664
55173,B4DP77
55175,A0A024R1T8
55175,Q9NVR0
55178,Q9HC36
55183,Q5UIP0
55188,A0A024RBG9
55188,B7WPL0
55188,Q9NVN3
5519,P30154
55190,Q96G61
55193,Q86U86
55194,Q9NVM1
55195,E9PSE9
55195,F5GWJ3
55195,Q05C89
55195,Q9NVL8
55195,B7ZL43
55198,Q8NEU8
552,P37288
552,X5D2B0
5520,P63151
5520,A0A140VJT0
5520,A0A590UJJ1
55200,A0A2X0TW08
55200,Q3KR16
55201,Q66K74
55206,A3KN83
55211,Q7L190
55212,Q8IWZ6
55214,Q8IVL5
55215,Q9NVI1
55215,B3KNW8
55217,Q9NVH6
55218,Q9NVH0
55218,A8K948
55218,Q86TX3
55219,Q8N5G2
55222,A0A024QZL5
55222,A0A024QZM2
55222,A0A024QZR0
55222,A0A0A0MS58
55222,Q8TCA0
55223,Q9BVG3
55224,A0A024R976
55224,A0A024R9A8
55224,Q9NVF9
55224,B7Z1G7
55227,Q9BTT6
55229,Q9NVE7
5523,Q06190
55231,Q9NVE4
55233,Q9H8S9
55238,H3BMC5
55238,Q9NVC3
5524,Q15257
5524,F6WIT2
5524,B4DZF8
55240,A1P3F0
55240,B8ZZX6
55240,Q658P3
55244,Q96FL8
55245,Q3KRB6
55245,Q9NVA1
55245,B7Z314
55247,Q8TAT5
55249,Q9H869
55249,B4DQQ0
55249,I6L9C2
55253,Q9NV66
55256,Q9BV57
55257,Q9NV56
55259,Q6TDU7
55259,B4E376
55260,B4DMT0
55260,Q96AN5
55260,B4DPF8
55268,F6RJU0
55268,Q86YB7
5527,Q13362
55273,Q9NV29
55275,Q5VIR6
55275,A0A7P0T9B2
55275,A0A7P0Z400
55275,B3KS06
55277,Q96C11
55278,Q9H0R6
5528,A0A024RD11
5528,Q14738
55280,A0A0S2Z5E9
55280,Q69YN2
55280,D3DR67
55281,Q9NV12
55282,Q1X8D7
55282,B7Z4G3
55283,Q8TDD5
55286,A1MMX6
55286,Q8IY42
55287,Q8WWA1
55287,B4DXI0
55288,H7BXZ6
55288,Q8IXI2
552891,A0A024R161
552891,Q9H1X3
55290,Q9HAW0
55296,Q8N5T2
55301,Q9NV23
55308,I3L0H8
55308,Q9NUU7
55308,B4DS24
55308,Q68DY7
55311,A0A024R4P4
55311,A0A024R4S5
55311,Q8N0Y2
553115,Q9UBV8
553115,A0A384MQX5
55312,Q969G6
55312,B2RDZ2
55315,Q9BZD2
55317,Q9NUS5
5532,P16298
5532,B7Z781
55320,Q6P0N0
55321,Q9NUR3
55324,A0A0S2Z5L1
55324,Q9NUQ8
55325,Q9NUQ7
55325,B3KRI4
55329,Q8NEH6
55329,B3KQ70
5533,P48454
55335,F2Z3L7
55335,Q9BS92
55335,Q71RE8
55337,Q9NUL5
55339,Q9C0J8
5534,P63098
55343,B3KQH0
55343,Q96A29
55346,Q9NUJ3
55346,B3KQZ4
55351,Q9NY57
55351,B2R9M8
55355,Q8NCD3
55357,A0A024R166
55357,Q9BYX2
55359,Q6J9G0
55361,Q9BTU6
55364,A0A024RC24
55364,Q9P2X3
55365,A0A090N8H6
55365,Q96HP8
55367,Q9HB75
5537,O00743
5537,A0A024R861
55374,Q96DC7
55374,A8K0D0
55379,Q96AG4
55388,Q7L590
5539,P01298
554,P30518
5542,P04280
55422,A0A024R4J5
55422,Q71QC5
55422,Q9NQX6
55422,Q71QC4
55422,Q71QC6
55422,Q68D63
55423,Q9P1W8
55425,A0A024RDS7
55425,Q8IXQ4
554313,P62805
554313,B2R4R0
55432,Q5VVQ6
5544,A0A0G2JNB4
5545,E7EXA8
5545,E9PAL0
55454,A0A0S2Z5F5
55454,Q8N6G5
55454,A0A0S2Z5F9
55454,A0A0S2Z5K4
55471,Q7L592
5550,P48147
5550,B2RAH7
55500,Q86U68
55500,Q9HBU6
55503,Q9H1D0
55508,A0A024RB82
55508,Q7Z769
5551,P14222
55510,Q9NXZ2
55511,Q9NXZ1
55512,Q9NY59
55512,A8K0T6
55515,Q96FT7
5552,P10124
55521,E9PBG3
55521,Q9NQ86
55521,Q4R1Q4
55526,Q96HY7
5553,P13727
5554,A0A087WV42
5554,P02810
5554,F1T0A8
55540,Q9NRM6
55544,Q9H0Z9
5555,P02810
55554,M0R0D7
55554,Q9H2R5
55554,A0A6B7HBY5
55554,Q6UBM2
55558,P51805
55559,Q99871
55565,A0A087WXX1
55565,A0A0C4DH12
55565,O75541
55567,Q8TD57
55567,B4E1S1
5557,P49642
55573,D6R9V8
55573,D6RDN0
55573,D6RFH2
55573,Q9UKY7
55576,Q8WWQ8
55577,Q9UJ70
55577,A0A384N6G7
55577,C9JEV6
55578,A0A024RDW2
55578,Q8NEM7
55578,A8K8L1
5558,A0A024RD43
5558,P49643
55584,Q9UGM1
55585,Q7Z7E8
55589,Q9NSY1
55602,J3KNE1
55602,Q9NXV6
55602,B3KTW3
55612,Q9BQL6
55612,Q54A15
55612,Q49AC8
55614,A0A140VK74
55614,A0A1B0GTU3
55614,Q96L93
55617,Q9H6P5
5562,Q13131
55623,A0A024R388
55623,Q9NXG2
55623,B4DFY9
55623,Q6MZT3
55626,A0A075B6T1
55626,Q9C0C7
55628,Q9C0G0
5563,P54646
55630,Q6P5W5
55630,Q9NX22
55633,Q9NU19
55635,Q5TB30
55636,Q6ZWF9
55636,Q9P2D1
5564,Q9Y478
5564,A0A024RBN1
55640,Q9UPI3
5565,O43741
55650,Q9NUD9
55652,Q6P1K1
55653,Q8TDM0
55655,J3KN39
55655,Q9NX02
55655,A8K9G6
55658,A0A024R206
55658,Q9BV68
55658,A8K0Q1
55662,Q9NWT6
55663,Q9NWS9
55663,Q9UFF2
55663,Q8NDK2
55666,A0A024R8R4
55666,Q8TAT6
55669,Q8IWA4
55670,A0A024R100
55670,A0A0S2Z5M7
55670,Q7Z412
55670,Q7Z2D7
55671,A0A024R6M2
55671,Q6IN85
55671,Q8N6W1
5568,P22612
55681,A0A0U1RQQ9
55681,Q6P3W7
55686,Q8N565
5569,A0A024R7Y9
5569,P61925
55693,Q6B0I6
55703,Q9NW08
55703,Q7Z3R8
55704,A0A2U3TZV9
55704,Q3V6T2
55704,O14997
55706,Q9BTX1
55709,A0A075B6T4
55709,Q9NVX7
55711,A0A024RAW7
55711,Q96K12
55711,B2RBI0
55711,Q9NUX8
55713,A0A087X1P4
55713,A0A0B4J1Y0
55713,Q8N3P8
55713,Q9HCZ1
55716,A0A024R0Y9
55716,A0A0S2Z6E3
55716,Q6UX01
55716,A0A024R0Z6
55613,Q96EF0
55720,Q2NL82
55722,Q9P209
55723,A0A024R7G4
55723,Q9NVP2
55727,Q9P203
55729,A0A024RAY1
55729,Q6VMQ6
55729,B3KNI7
55729,B3KQF8
5573,P10644
5573,B2R5T5
55731,A0A024QZ60
55731,B4DRX9
55731,Q8WU58
55731,B3KQ88
55731,B3KTH5
55732,A0A024R922
55732,A0A1B0GUP7
55732,A0A1B0GV14
55732,Q9NSG2
55732,B4E0A9
55733,Q5VTY9
55733,B7Z2U8
55733,B7Z5N1
55735,Q9NVH1
55735,B4DGD5
55737,Q96QK1
55738,Q8N6T3
55738,Q53F62
55743,Q96EP1
55744,A0A024RA60
55744,F2Z2J3
55744,Q9GZY4
5575,P31321
55752,A0A384P5S0
55752,Q9NVA2
55753,Q9ULD0
55755,A0A0A0MRG9
55755,Q96SN8
55755,B9EG74
55755,B3KVI2
55755,Q7Z3M0
55758,Q9P2K3
5576,P13861
5576,A0A024R2W3
5576,A0A0S2Z472
5576,A8KAH7
55762,Q9NV72
55762,Q6NWZ7
55764,Q9HBG6
55764,B4DST2
55764,B3KUD1
55766,A0A024RAS2
55766,Q9BTM1
55768,Q96IV0
5577,A0A024R712
5577,P31323
5577,B3KY43
55770,A0A024QZT2
55770,Q96KP1
55775,Q9NUW8
55775,A0A024R6L5
55775,G3V2F4
55775,B3KN41
55776,Q9NPB0
55778,A8K0R7
55779,Q96MT7
55779,Q9NUU0
55779,Q9UF55
55784,Q6DN12
55785,Q6ZV73
55791,Q5T3J3
55794,Q9NUL7
55795,A0A024RE04
55795,Q5JVF3
55796,Q9NUK0
55799,Q8IZS8
558,P30530
558,M0R0W6
55800,A0A024R3H7
55800,Q9NY72
55805,Q9P2M1
55811,Q96PN6
55811,A0A0K0K1J8
55812,Q9P0W8
55812,V9HVY9
55815,B4DXD0
55815,E7ENJ7
55815,Q2TAA8
55815,A0A024R6Y0
55816,Q9P104
55818,Q9Y4C1
55821,Q8N6M5
55825,Q9BY49
55827,Q58WW2
55830,A1LQI8
55830,Q68CQ7
55830,Q7Z4D0
55831,Q9P0I2
55833,Q5T6F2
55833,B4DH66
55833,B7Z7P2
55833,Q9P0H6
55835,F6VUX8
55835,Q9HC77
55835,A8K8P1
55839,Q96H22
55840,B4DWJ3
55840,Q96CJ1
55843,Q53QZ3
55846,A0A0S2Z5P1
55846,Q969R8
55846,A0A0S2Z5G6
5585,Q16512
55851,Q9NZ42
55852,Q8IWB9
55857,A0A087X251
55857,Q2M2Z5
55862,Q9NTX5
55867,Q9NSA0
5587,Q15139
5587,F8WBA3
55872,Q96KB5
55872,V9HWH0
55876,Q8TAX9
5588,Q04759
55888,C9J6L6
55888,Q9P0L1
55888,A7MAY2
55888,Q0VAP0
55889,A6NDN3
55892,Q9NPC7
55905,Q9Y508
55906,Q9NQZ6
55908,Q6UXH0
5591,P78527
55911,Q0VD83
55915,Q9NS86
55915,B3KTN5
55916,Q9NPJ8
5592,Q13976
55937,A0A1U9X793
55937,O95445
5594,P28482
5594,Q1HBJ4
5594,Q499G7
5595,P27361
5595,L7RXH5
5595,Q9BWJ1
55957,Q96GY3
55966,Q9UKB5
55968,Q9UNZ2
55968,Q53FE8
55969,Q9BUV8
5597,Q16659
55972,Q8TBP6
55975,Q8IXQ5
55975,A0A024RA10
55975,A8K364
5598,Q13164
5598,A0A024QZ20
5599,P45983
5599,A1L4K2
56,P26436
56000,Q9H4D5
56001,Q9GZY0
56006,A0A024R0Q0
56006,Q9H0W8
5601,P45984
5601,D7R525
5601,D7R526
56033,Q9HBU1
5605,P36507
5606,P46734
5606,Q6FI23
56061,O14562
56062,A5PKX1
56062,Q9C0H6
55751,Q9NVA4
5578,P17252
5578,L7RSM7
5578,Q7Z727
55787,Q9NUQ3
55793,Q8N5J2
55793,D3DV11
55844,Q66LE6
55844,Q6IN90
55879,Q9UN88
5596,P31152
5596,B4DEW2
5596,K7ELV1
55974,A0A087WXX5
55974,Q5SR67
55974,Q9BRV3
5600,Q15759
5607,Q13163
5607,A0A024R5X5
5607,A0A024R5Y2
5608,P52564
5608,A0A024R8K3
5608,A8K3Y2
56097,Q9Y5F6
56098,Q9Y5F7
56099,Q9Y5F8
56100,Q9Y5F9
56101,Q9Y5G0
56103,Q9Y5G2
56104,Q9Y5G3
56105,Q9Y5H2
56106,Q9Y5H3
56108,Q9Y5G6
56109,Q9Y5G7
56110,Q9Y5G8
56112,Q9Y5H0
56113,Q9Y5H1
56114,Q9Y5H4
56124,Q9Y5F1
56125,Q9Y5F2
56128,Q9UN66
5613,P51817
5613,A0A024RBU5
56134,Q9Y5I4
56135,Q9H158
56135,B2RNA7
56136,Q9Y5I0
56137,Q9UN75
56138,Q9Y5I1
56139,Q9Y5I2
56140,Q9Y5H6
56141,Q9UN72
56142,Q9UN73
56143,Q9Y5H7
56144,Q9UN74
56144,Q59H34
56145,Q9Y5H8
56146,Q9Y5H9
56147,Q9Y5I3
56155,Q8IWB6
56157,Q9BXU3
56158,A0A024R3E7
56158,Q9BXU0
56159,Q8IYF3
56163,Q9BXT8
56163,B7Z7S1
5617,P01236
5617,Q5I0G2
5617,Q5THQ0
56171,Q8WXX0
56172,Q9HCJ1
5618,P16471
5619,P04553
5619,Q3MN80
5620,P04554
5620,Q1LZN1
5624,P04070
56245,Q9NYP8
56253,O95727
56255,Q9H1E5
56257,Q7L2J0
56259,Q8WYA6
56269,J7NNX4
56269,Q6NXR0
56287,Q53YU7
56287,Q9NS71
56288,Q8TEW0
5629,Q92786
563,A0A140VK00
563,P25311
5630,P41219
5630,B3KWQ6
56300,Q9NZH8
56301,Q9NS82
5631,P60891
5631,B7ZB02
56311,A0A140VJE5
56311,Q92527
56341,Q9NR22
56341,Q59GT2
5638,O14668
5638,Q8NEK6
5644,P07477
5645,P07478
5645,A6XMV9
5645,Q5NV56
5645,Q6PK75
5646,P35030
5646,Q7Z5F4
56478,A0A024R1K0
56478,Q9NRA8
5648,P48740
5648,F8W876
5649,P78509
5650,P49862
5650,A0A024R4H6
5650,B4DHX9
5651,P98073
5653,Q92876
5653,A0A024R4J8
56547,Q9NRE1
56548,Q9NS84
5655,O43240
5657,P24158
566,P20160
56605,Q86YB8
56606,Q9NRM0
56616,A0A024RBT2
56616,A0A0S2Z5P6
56616,A0A0S2Z5U7
56616,Q9NR28
56616,K7X1S0
56616,Q502X2
5663,P49768
5663,A0A024R6A3
5663,A0A0S2Z4D2
56647,Q9P287
56648,Q9GZV4
56649,Q9NRS4
56649,B7Z458
56649,B7Z8X1
56649,B7Z900
56650,A0A0R4J2F2
56650,Q9NY35
56652,A0A2R8Y4V4
56652,A0A2R8Y746
56652,E5KSY5
56652,Q96RR1
56652,Q9H6V3
56659,Q9HB14
56660,Q9HB15
56667,Q9H3R2
5609,O14733
5609,B4DV95
5611,A8KA82
5611,Q13217
5635,B4DP31
5635,Q14558
56656,Q9NQN1
56675,Q9NQ35
56681,Q9NR31
56681,Q5SQT9
56683,P57076
5669,G5E9F7
5669,P11464
5669,O75238
5670,A0A024R0M4
5670,P11465
5671,Q16557
5672,Q00888
5672,B3KQL2
5672,Q6P520
5672,Q96QL5
56729,Q9HD89
5673,A0A024R0S1
5673,Q15238
5675,Q00889
5676,A0A096LNM5
5676,Q13046
5678,E7EW65
5678,G3XAA7
5678,M0R0E4
5678,M0R0U8
5678,Q00887
5678,B4DTI5
5678,Q05DN5
5678,Q13178
5680,Q9UQ72
5681,P11801
56829,Q7Z2W4
56833,Q9P0V8
56834,Q96N19
56834,Q9NQC5
5686,A0A109NGN6
5686,P28066
5687,A0A140VK44
5687,P60900
56886,Q9NYU2
56888,Q9P0J7
56889,A0A024QYS2
56889,Q9HD45
56891,Q8TCE9
56894,Q9NRZ7
56895,Q9NRZ5
56899,Q7Z6G8
56899,B1VKB5
56899,B7Z9I9
56899,Q6V0K8
56901,A0A024RB39
56901,Q9NRX3
56903,A4D1Z6
56903,Q9NRJ5
56905,Q6ZRI6
56906,Q9P2Z0
56910,Q9NQZ5
56911,B0EVZ8
56911,B4DFW0
56911,P57077
56911,B0EVZ7
56911,B0EVZ6
56915,Q9NQT4
5692,A0A140VK46
5692,P28070
56924,Q9NQU5
56924,A0A024R9Q4
56928,Q8TCT7
5693,P28074
5693,A0A140VJS7
56934,A0A384MTY8
56934,Q9NS85
56937,Q5JY37
56937,Q969W9
56938,Q8WYA1
5694,P28072
5694,A0A087X2I4
5694,Q6IAT9
56940,Q9NRW4
56940,A0A384NLC8
56941,Q96FZ2
56942,Q9NRP2
56946,Q7Z589
56949,Q9HCS7
5695,Q99436
5695,E9KL30
56954,Q9NQR4
56954,V9HW91
56965,Q2NL67
56965,A0A024R5Z4
5697,P10082
56979,Q9NQV7
56980,Q9NQV6
56981,A0A087WWZ6
56981,Q9NQV5
56984,Q969U7
56984,Q9P1R6
56985,Q3LIE5
56985,W0NWJ0
56992,Q9NS87
56992,C9JKA9
56997,Q8NI60
56998,A0A024R4D7
56998,Q9NSA3
570,Q14032
5700,P62191
5700,Q53XL8
5701,A0A140VK70
5701,P35998
5701,B7Z571
57016,O60218
57017,A0A024R6U3
57017,O75208
57019,Q6FI81
57019,H3BT65
57030,Q9P2U7
5704,P43686
5704,A8K2M0
5705,A0A140VJS3
5705,P62195
57054,Q9NR90
57055,E7EU39
57055,Q13117
57055,B4DZ07
5706,A0A087X2I1
5706,P62333
5708,Q13200
57084,Q9P2U8
57089,Q9NQZ7
5709,O43242
57096,Q96KN7
57097,Q9NR21
571,O14867
5710,P55036
5710,Q5VWC4
57101,Q9NQ90
57101,F1T0L7
57102,Q9NQ89
57103,Q9NQ88
57104,Q96AD5
57110,Q9HDD0
57113,Q9HCX4
57116,Q8IW36
57118,Q8IU85
57118,Q5SQQ7
57119,A0A384NYB9
57119,O95925
57119,B2R4Q0
57125,Q8IUK5
57127,Q9H310
5713,P51665
57134,Q9NR34
57134,Q59G34
57135,Q86SG3
57135,Q658T2
5714,P48556
5714,V9HW09
57144,Q9P286
57144,B0AZM9
57146,I3L288
57146,I3NI23
57146,Q96B96
57148,Q86X10
57148,Q6MZJ2
56676,Q9NQ33
56898,Q9BUT1
5690,P49721
5690,A0A087WVV1
5690,A0A140VJS6
5690,B7Z478
56926,Q969V3
56935,A0A024R3A3
56935,Q9NRQ5
56994,Q8WUD6
57053,Q9GZZ6
57053,C4IXS7
5715,O00233
57151,A0A080YUZ6
57151,O75951
57152,P55000
57154,Q9HCE7
57157,Q8N3S3
57158,Q9BR39
57158,Q86VZ3
57161,Q9HAT8
57161,Q9H716
57165,A0A654IBV7
57165,Q5T442
5717,O00231
57172,Q96NX5
5718,A0A0S2Z489
5718,O00232
57185,A6NN97
57185,Q6P499
57191,Q9GZP7
57194,O60312
57205,Q9P241
57211,Q86SQ4
57214,Q8WUJ3
57215,Q96EK4
57228,Q0VAQ4
5723,A0A024RDL3
5723,P78330
5727,Q13635
5729,Q13258
573,Q99933
5731,P34995
5733,P43115
5733,O00325
57333,Q96D15
57337,Q9BQF6
57337,J3QT09
57338,Q8WXH2
57338,F8W9A3
57338,B4DIC1
57338,Q96HD8
5734,P35408
5734,A0PJF5
57348,Q9H313
5737,P43088
57379,Q546Y9
57379,Q9GZX7
57379,Q7Z599
57379,Q6QJ80
57380,A0A0A0MQX2
57380,Q9HD23
57380,B4DSN2
5739,P43119
57396,Q9HAZ1
5740,Q16647
57402,Q9HCY8
57403,Q9UL26
57405,Q9HBM1
57408,Q9HBL6
5741,P01270
5742,P23219
5742,A0A087X296
5743,P35354
5744,A0A024RB29
5744,P12272
5744,Q53XY9
57446,Q5TH30
57446,Q9UGV2
5745,Q03431
5745,A1LPH3
5745,Q0VGD7
574537,P0DTE5
5746,P49190
5746,B4DFN8
57468,Q9H2X9
5747,Q05397
5747,Q658W2
5747,Q59GM6
5747,Q59GN8
57470,Q8N1G4
57476,A0A024R3M2
57476,A0A2R8Y5X2
57476,Q3KR37
57476,B7Z4N9
57493,Q9ULI3
57502,A0A024RBV0
57502,Q8N0W4
57502,A8K4S1
57502,B3KP11
57513,Q8WXE0
5753,Q13882
57535,Q6UXG2
57535,B4DLZ2
57535,B4DWM4
57538,Q96L96
57570,Q32P41
57576,A0A0A0MRS8
57576,Q9P2E2
57591,E7ER32
57591,Q969V6
57591,W0Z7M9
57591,A4FUJ8
57596,Q9BUH8
57597,Q9P281
57599,A0A024R2L1
57599,Q8TAF3
576,O60241
57604,Q9P272
57610,Q6VN20
57610,R4GMX8
57610,B3KP49
57615,Q9P255
57663,Q9HBJ7
57664,Q9H4M7
5768,O00391
5768,A0A140VKE5
5768,Q13876
577,O60242
57706,Q8TEH3
57706,Q9HCG4
57707,Q6P9B6
57707,A8K5C2
5771,P17706
5771,A8K3N4
5771,D3DUJ3
5771,K7EQG9
5771,Q59F91
57710,Q5VZ46
57715,Q9NTN9
57715,Q9NWU8
57716,Q9BXM0
57717,Q9NRJ7
57718,Q6NUP7
57720,G5E994
57720,Q5VW38
57733,Q9H227
57733,A8K9N1
